發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
106,10,13,8,25,2,02萬華區,萬華區萬大路147號,0,1,2,C03,2,32,2,6,30,14,9
106,10,14,2,55,2,02萬華區,萬華區桂林路與昆明街口,0,1,1,B01,1,49,3,6,50,4,1
106,10,14,2,55,2,02萬華區,萬華區桂林路與昆明街口,0,1,2,C03,1,19,2,6,50,4,1
106,10,15,13,30,2,02萬華區,萬華區環河南路2段與雙園街口,0,1,1,B01,1,58,3,6,50,4,1
106,10,15,13,30,2,02萬華區,萬華區環河南路2段與雙園街口,0,1,2,C03,1,33,2,6,50,4,1
106,10,15,19,0,2,02萬華區,萬華區西園路2段與桂林路口,0,1,1,C03,1,20,4,6,50,4,1
106,10,15,19,0,2,02萬華區,萬華區西園路2段與桂林路口,0,1,2,F01,1,17,2,6,50,4,1
106,11,9,10,40,2,02萬華區,萬華區東園街40號,0,1,1,F01,2,67,3,8,40,14,9
106,11,9,10,40,2,02萬華區,萬華區東園街40號,0,1,2,C03,1,20,2,8,40,14,9
106,11,9,10,40,2,02萬華區,萬華區東園街40號,0,1,3,B03,1,29,3,8,40,14,9
106,11,12,9,40,2,02萬華區,萬華區萬大路與雙和街口,0,1,1,B03,2,63,3,7,30,4,1
106,11,12,9,40,2,02萬華區,萬華區萬大路與雙和街口,0,1,2,C04,1,84,2,7,30,4,1
106,11,14,9,50,2,02萬華區,萬華區桂林路54巷與桂林路口,0,1,1,C03,1,26,4,6,50,3,1
106,11,14,9,50,2,02萬華區,萬華區桂林路54巷與桂林路口,0,1,2,C03,2,21,2,6,50,3,1
106,11,14,9,50,2,02萬華區,萬華區桂林路54巷與桂林路口,0,1,3,F01,4,0,,6,50,3,1
106,11,19,11,20,2,02萬華區,萬華區西藏路454號對面,0,1,1,B01,2,52,3,7,50,11,9
106,11,19,11,20,2,02萬華區,萬華區西藏路454號對面,0,1,2,C03,1,24,2,7,50,11,9
106,11,24,22,6,2,02萬華區,萬華區西園路2段216號與西藏路口,0,1,1,B03,1,54,3,6,50,4,2
106,11,24,22,6,2,02萬華區,萬華區西園路2段216號與西藏路口,0,1,2,C03,1,18,2,6,50,4,2
106,11,25,9,10,2,02萬華區,萬華區萬大路與德昌街口,0,1,1,B03,1,48,3,6,30,4,1
106,11,25,9,10,2,02萬華區,萬華區萬大路與德昌街口,0,1,2,C03,1,19,2,6,30,4,1
106,11,29,12,0,2,02萬華區,萬華區德昌街與德昌街132巷口,0,1,1,C03,2,37,2,8,40,4,1
106,11,29,12,0,2,02萬華區,萬華區德昌街與德昌街132巷口,0,1,2,B01,1,46,3,8,40,4,1
106,12,8,12,50,2,02萬華區,萬華區環河南路1段與長沙街2段口,0,1,1,C03,4,0,4,7,0,14,9
106,12,8,12,50,2,02萬華區,萬華區環河南路1段與長沙街2段口,0,1,2,C03,2,25,2,7,0,14,9
106,12,14,21,37,2,02萬華區,萬華區中華路2段與西藏路口,0,1,1,B03,2,56,3,7,50,4,1
106,12,14,21,37,2,02萬華區,萬華區中華路2段與西藏路口,0,1,2,C03,2,28,2,7,50,4,1
106,8,22,18,0,2,02萬華區,萬華區華中橋堤外自行車道,0,2,1,F01,1,41,2,8,0,8,9
106,8,22,18,0,2,02萬華區,萬華區華中橋堤外自行車道,0,2,2,H01,1,70,2,8,0,8,9
106,8,26,18,49,2,02萬華區,萬華區東園街140巷與東園街口,0,2,1,F01,1,53,2,8,50,4,2
106,8,26,18,49,2,02萬華區,萬華區東園街140巷與東園街口,0,2,2,C03,2,21,2,8,50,4,2
106,9,6,11,48,2,02萬華區,萬華區西園路1段與大理街口,0,1,1,B03,4,0,4,8,50,4,1
106,9,6,11,48,2,02萬華區,萬華區西園路1段與大理街口,0,1,2,C03,1,20,2,8,50,4,1
106,9,9,9,49,2,02萬華區,萬華區和平西路2段與艋舺大道口,0,1,1,B01,1,51,3,8,50,4,1
106,9,9,9,49,2,02萬華區,萬華區和平西路2段與艋舺大道口,0,1,2,C03,1,25,2,8,50,4,1
106,9,19,8,51,2,02萬華區,萬華區桂林路246巷與和平西路3段口口,0,1,1,C03,1,27,2,8,40,3,1
106,9,19,8,51,2,02萬華區,萬華區桂林路246巷與和平西路3段口口,0,1,2,C03,1,21,3,8,40,3,1
106,8,3,11,52,2,02萬華區,萬華區萬大路385-3號,0,1,1,B03,2,57,3,8,30,14,9
106,8,3,11,52,2,02萬華區,萬華區萬大路385-3號,0,1,2,C03,1,65,2,8,30,14,9
106,9,24,22,0,2,02萬華區,萬華區東園街與萬大路口,0,2,1,C03,2,28,2,8,50,4,1
106,9,24,22,0,2,02萬華區,萬華區東園街與萬大路口,0,2,2,C03,1,20,2,8,50,4,1
106,9,29,7,35,2,02萬華區,萬華區環河南路2段118號與環河南路2段110巷口,0,1,1,C03,1,47,2,8,50,3,2
106,9,29,7,35,2,02萬華區,萬華區環河南路2段118號與環河南路2段110巷口,0,1,2,,3,0,,8,50,3,2
106,9,30,0,7,2,02萬華區,萬華區環河南路1段348巷與桂林路口底水門,0,1,1,C03,1,25,2,8,40,4,1
106,9,30,0,7,2,02萬華區,萬華區環河南路1段348巷與桂林路口底水門,0,1,2,C03,1,44,3,8,40,4,1
106,10,2,8,40,2,02萬華區,萬華區艋舺大道120巷38弄15號與莒光路178巷口,0,2,1,C03,1,42,2,8,30,3,2
106,10,2,8,40,2,02萬華區,萬華區艋舺大道120巷38弄15號與莒光路178巷口,0,2,2,H01,1,69,2,8,30,3,2
106,10,5,14,43,2,02萬華區,萬華區西園路2段35-1號與西園路2段口,0,2,2,C03,1,69,2,8,50,4,2
106,10,7,10,3,2,02萬華區,萬華區東園街14巷與東園街口,0,1,1,B03,1,41,3,6,50,3,1
106,10,7,10,3,2,02萬華區,萬華區東園街14巷與東園街口,0,1,2,C03,2,21,2,6,50,3,1
106,10,15,14,55,2,02萬華區,萬華區環河南路2段157號,0,1,1,C03,1,16,3,6,50,14,9
106,10,15,14,55,2,02萬華區,萬華區環河南路2段157號,0,1,2,C03,1,82,2,6,50,14,9
106,10,30,15,33,2,02萬華區,萬華區桂林路與西昌街口,0,1,1,A02,1,51,3,7,50,4,1
106,8,21,11,20,2,02萬華區,萬華區西藏路125巷17號,0,1,1,C03,1,58,3,8,30,14,9
106,8,21,11,20,2,02萬華區,萬華區西藏路125巷17號,0,1,2,C03,1,62,2,8,30,14,9
106,8,21,20,25,2,02萬華區,萬華區萬大路433號,0,3,1,C03,2,27,2,8,30,14,9
106,8,21,20,25,2,02萬華區,萬華區萬大路433號,0,3,2,A12,2,61,3,8,30,14,9
106,8,23,9,38,2,02萬華區,萬華區和平西路3段382巷2弄3號前,0,1,1,B12,1,40,3,8,30,14,9
106,8,23,9,38,2,02萬華區,萬華區和平西路3段382巷2弄3號前,0,1,2,H01,2,63,2,8,30,14,9
106,9,27,14,50,2,02萬華區,萬華區萬大路329巷與萬大路口,0,1,1,B01,1,52,3,8,50,4,1
106,9,27,14,50,2,02萬華區,萬華區萬大路329巷與萬大路口,0,1,2,C03,1,54,2,8,50,4,1
106,10,6,17,30,2,02萬華區,萬華區和平西路3段與和平西路3段286巷口前華江橋下迴轉道,0,1,1,B03,1,34,3,8,50,4,1
106,10,6,17,30,2,02萬華區,萬華區和平西路3段與和平西路3段286巷口前華江橋下迴轉道,0,1,2,C03,1,22,2,8,50,4,1
106,10,30,15,33,2,02萬華區,萬華區桂林路與西昌街口,0,1,2,C03,1,34,2,7,50,4,1
106,11,25,15,32,2,02萬華區,萬華區西寧南路與洛陽街口,0,1,1,B03,1,63,3,6,50,4,2
106,11,25,15,32,2,02萬華區,萬華區西寧南路與洛陽街口,0,1,2,C03,1,22,2,6,50,4,2
106,11,25,22,12,2,02萬華區,萬華區華江橋往新北市機慢車道,0,1,1,C03,1,18,3,6,40,8,8
106,11,25,22,12,2,02萬華區,萬華區華江橋往新北市機慢車道,0,1,2,C03,2,60,2,6,40,8,8
106,11,28,8,3,2,02萬華區,萬華區艋舺大道與雙園街口,0,1,1,,4,0,4,8,50,4,1
106,11,28,8,3,2,02萬華區,萬華區艋舺大道與雙園街口,0,1,2,C03,2,21,2,8,50,4,1
106,10,1,14,30,2,02萬華區,萬華區內江街與西寧南路口,0,3,1,C03,1,26,2,8,50,4,1
106,10,1,14,30,2,02萬華區,萬華區內江街與西寧南路口,0,3,2,C02,1,32,2,8,50,4,1
106,10,1,14,30,2,02萬華區,萬華區內江街與西寧南路口,0,3,3,H02,2,25,2,8,50,4,1
106,8,21,6,42,2,02萬華區,萬華區忠孝西路2段30號,0,1,1,B01,1,61,3,8,50,14,9
106,8,21,6,42,2,02萬華區,萬華區忠孝西路2段30號,0,1,2,C03,1,41,2,8,50,14,9
106,8,22,17,16,2,02萬華區,萬華區康定路22號分局門口,0,2,1,C03,1,23,2,8,50,14,7
106,8,22,17,16,2,02萬華區,萬華區康定路22號分局門口,0,2,2,C03,1,48,2,8,50,14,7
106,8,22,17,16,2,02萬華區,萬華區康定路22號分局門口,0,2,3,B01,1,39,3,8,50,14,7
106,8,26,6,49,2,02萬華區,萬華區西園路1段136巷,0,1,1,B01,1,67,3,8,40,14,9
106,8,26,6,49,2,02萬華區,萬華區西園路1段136巷,0,1,2,C03,1,20,2,8,40,14,9
106,8,27,16,50,2,02萬華區,萬華區西寧南路與忠孝橋口往北市機車道下橋處,0,2,1,C03,1,49,2,6,40,14,11
106,8,27,16,50,2,02萬華區,萬華區西寧南路與忠孝橋口往北市機車道下橋處,0,2,2,C03,1,70,3,6,40,14,11
106,8,27,16,50,2,02萬華區,萬華區西寧南路與忠孝橋口往北市機車道下橋處,0,2,3,H02,2,57,2,6,40,14,11
106,8,17,11,0,2,02萬華區,萬華區堤外便道往北(龍山004燈桿),0,2,1,C03,1,42,2,8,40,14,11
106,8,17,11,0,2,02萬華區,萬華區堤外便道往北(龍山004燈桿),0,2,2,C03,1,63,3,8,40,14,11
106,8,17,11,0,2,02萬華區,萬華區堤外便道往北(龍山004燈桿),0,2,3,H02,2,29,2,8,40,14,11
106,8,21,15,22,2,02萬華區,萬華區西藏路與雙園街18巷口,0,1,1,B02,1,44,3,8,50,4,1
106,8,21,15,22,2,02萬華區,萬華區西藏路與雙園街18巷口,0,1,2,C03,2,24,2,8,50,4,1
106,8,30,9,30,2,02萬華區,萬華區東園街28巷與東園街66巷37弄口,0,1,1,B12,1,50,3,8,30,3,1
106,8,30,9,30,2,02萬華區,萬華區東園街28巷與東園街66巷37弄口,0,1,2,C03,2,20,2,8,30,3,1
106,8,30,9,30,2,02萬華區,萬華區東園街28巷與東園街66巷37弄口,0,1,3,B12,1,34,3,8,30,3,1
106,8,2,13,18,2,02萬華區,萬華區德昌街與民和街81巷口,0,1,1,C03,4,0,4,7,0,4,2
106,8,2,13,18,2,02萬華區,萬華區德昌街與民和街81巷口,0,1,2,C04,1,49,2,7,0,4,2
106,7,1,8,50,2,02萬華區,萬華區環河南路2段245號與環河南路2段口,0,1,1,C03,1,20,4,8,0,3,1
106,7,1,8,50,2,02萬華區,萬華區環河南路2段245號與環河南路2段口,0,1,2,C03,1,38,2,8,0,3,1
106,8,3,13,56,2,02萬華區,萬華區西園路1段71號,0,1,1,C03,1,24,4,8,50,14,9
106,8,3,13,56,2,02萬華區,萬華區西園路1段71號,0,1,2,C03,1,21,2,8,50,14,9
106,8,6,14,30,2,02萬華區,萬華區康定路與貴陽街2段口,0,1,1,C03,2,52,2,8,50,4,2
106,8,6,14,30,2,02萬華區,萬華區康定路與貴陽街2段口,0,1,2,A02,1,46,3,8,50,4,2
106,6,28,21,27,2,02萬華區,萬華區昆明街100號,0,1,1,B03,1,72,4,8,50,14,9
106,6,28,21,27,2,02萬華區,萬華區昆明街100號,0,1,2,C03,1,21,4,8,50,14,9
106,6,28,21,27,2,02萬華區,萬華區昆明街100號,0,1,3,,3,0,,8,50,14,9
106,6,28,21,27,2,02萬華區,萬華區昆明街100號,0,1,4,H02,1,7,2,8,50,14,9
106,7,12,14,37,2,02萬華區,萬華區中華路1段與貴陽街2段口,0,1,1,B01,1,49,3,8,50,4,1
106,7,12,14,37,2,02萬華區,萬華區中華路1段與貴陽街2段口,0,1,2,H01,2,24,2,8,50,4,1
106,8,9,8,23,2,02萬華區,萬華區長沙街2段與西昌街口口,0,2,1,C03,1,33,2,8,50,4,1
106,8,9,8,23,2,02萬華區,萬華區長沙街2段與西昌街口口,0,2,2,C03,1,47,2,8,50,4,1
106,8,14,17,15,2,02萬華區,萬華區華中橋往新北市機車道(華中053)伸縮縫,0,1,2,C03,2,54,2,8,40,8,11
106,8,14,17,15,2,02萬華區,萬華區華中橋往新北市機車道(華中053)伸縮縫,0,1,1,,4,0,4,8,40,8,11
106,8,16,22,11,2,02萬華區,萬華區桂林路與西昌街口,0,2,1,C03,1,68,2,8,50,4,1
106,8,16,22,11,2,02萬華區,萬華區桂林路與西昌街口,0,2,2,C03,1,24,2,8,50,4,1
106,7,23,9,8,2,02萬華區,萬華區和平西路3段42號,0,2,1,C03,1,70,2,8,50,14,9
106,7,23,9,8,2,02萬華區,萬華區和平西路3段42號,0,2,2,C03,1,51,2,8,50,14,9
106,8,20,16,40,2,02萬華區,萬華區開封街2段與西寧南路口,0,1,1,B12,1,61,3,8,50,4,1
106,8,20,16,40,2,02萬華區,萬華區開封街2段與西寧南路口,0,1,2,H01,1,24,2,8,50,4,1
106,8,21,20,25,2,02萬華區,萬華區萬大路433號,0,3,3,H02,2,3,2,8,30,14,9
106,8,21,20,25,2,02萬華區,萬華區萬大路433號,0,3,4,H02,1,5,2,8,30,14,9
106,8,24,7,33,2,02萬華區,萬華區忠孝西路2段16巷口,0,1,1,C03,1,19,3,8,50,14,9
106,8,24,7,33,2,02萬華區,萬華區忠孝西路2段16巷口,0,1,2,C03,2,63,2,8,50,14,9
106,8,25,22,27,2,02萬華區,萬華區成都路與康定路口,0,3,1,C03,1,24,2,8,50,11,8
106,8,25,22,27,2,02萬華區,萬華區成都路與康定路口,0,3,2,C03,1,21,2,8,50,11,8
106,8,25,22,27,2,02萬華區,萬華區成都路與康定路口,0,3,3,H02,2,25,2,8,50,11,8
106,8,25,22,36,2,02萬華區,萬華區西寧南路與成都路口,0,1,1,C03,2,21,3,8,50,4,1
106,8,25,22,36,2,02萬華區,萬華區西寧南路與成都路口,0,1,2,H01,2,21,2,8,50,4,1
106,8,26,13,50,2,02萬華區,萬華區康定路與內江街口,0,1,1,B03,1,22,4,8,50,4,1
106,8,26,13,50,2,02萬華區,萬華區康定路與內江街口,0,1,2,C03,2,22,2,8,50,4,1
106,8,26,17,10,2,02萬華區,萬華區西藏路542號與西藏路口,0,2,1,C03,2,26,2,8,50,4,2
106,8,26,17,10,2,02萬華區,萬華區西藏路542號與西藏路口,0,2,2,H01,2,85,2,8,50,4,2
106,8,27,8,46,2,02萬華區,萬華區華中橋往中和方向機車道(華中023號伸縮縫),0,2,1,C03,1,29,2,8,40,8,11
106,8,27,8,46,2,02萬華區,萬華區華中橋往中和方向機車道(華中023號伸縮縫),0,2,2,F03,1,73,2,8,40,8,11
106,8,29,8,24,2,02萬華區,萬華區中華路2段484巷8號,0,1,1,B01,1,67,3,8,30,14,9
106,8,29,8,24,2,02萬華區,萬華區中華路2段484巷8號,0,1,2,C03,1,63,3,8,30,14,9
106,8,29,8,24,2,02萬華區,萬華區中華路2段484巷8號,0,1,3,H02,2,27,2,8,30,14,9
106,8,30,17,19,2,02萬華區,萬華區永福街13號,0,1,1,C03,2,46,2,8,30,14,9
106,8,30,17,19,2,02萬華區,萬華區永福街13號,0,1,2,B03,1,55,3,8,30,14,9
106,8,30,19,22,2,02萬華區,萬華區中華路1段與南寧路口口,0,2,2,C03,1,25,2,8,50,4,2
106,8,30,19,22,2,02萬華區,萬華區中華路1段與南寧路口口,0,2,1,,4,0,4,8,50,4,2
106,8,30,19,22,2,02萬華區,萬華區中華路1段與南寧路口口,0,2,3,H02,2,25,2,8,50,4,2
106,9,1,8,44,2,02萬華區,萬華區艋舺大道112號,0,2,1,C03,1,40,2,8,50,14,9
106,9,1,8,44,2,02萬華區,萬華區艋舺大道112號,0,2,2,B03,1,37,3,8,50,14,9
106,9,1,8,44,2,02萬華區,萬華區艋舺大道112號,0,2,3,C03,1,39,3,8,50,14,9
106,9,1,8,44,2,02萬華區,萬華區艋舺大道112號,0,2,4,H02,2,34,2,8,50,14,9
106,9,3,7,11,2,02萬華區,萬華區青年路6號,0,1,1,B12,1,55,3,6,30,14,9
106,9,3,7,11,2,02萬華區,萬華區青年路6號,0,1,2,H01,2,48,2,6,30,14,9
106,9,8,9,9,2,02萬華區,萬華區萬大路618巷與萬大路口口,0,1,1,C03,2,19,3,8,30,3,2
106,9,8,9,9,2,02萬華區,萬華區萬大路618巷與萬大路口口,0,1,2,C03,1,68,2,8,30,3,2
106,9,15,2,13,2,02萬華區,萬華區昆明街與漢口街2段口,0,1,1,C03,2,19,2,8,50,14,9
106,9,15,2,13,2,02萬華區,萬華區昆明街與漢口街2段口,0,1,2,B01,1,49,3,8,50,14,9
106,9,15,2,13,2,02萬華區,萬華區昆明街與漢口街2段口,0,1,3,B01,1,46,3,8,50,14,9
106,9,18,8,40,2,02萬華區,萬華區西園路1段與桂林路口,0,1,1,B01,1,67,3,8,50,4,1
106,9,18,8,40,2,02萬華區,萬華區西園路1段與桂林路口,0,1,2,C03,2,34,2,8,50,4,1
106,9,19,5,51,2,02萬華區,萬華區環河南路2段與雙園街口,0,1,1,C03,1,81,3,8,50,4,1
106,9,19,5,51,2,02萬華區,萬華區環河南路2段與雙園街口,0,1,2,C03,1,19,2,8,50,4,1
106,9,19,11,2,2,02萬華區,萬華區長沙街2段與漢中街口,0,1,1,B01,1,67,3,8,50,3,1
106,9,19,11,2,2,02萬華區,萬華區長沙街2段與漢中街口,0,1,2,H01,2,22,2,8,50,3,1
106,9,20,20,30,2,02萬華區,萬華區康定路46巷與康定路口口,0,1,1,C03,2,42,2,8,40,3,1
106,9,20,20,30,2,02萬華區,萬華區康定路46巷與康定路口口,0,1,2,B01,1,49,3,8,40,3,1
106,9,24,0,10,2,02萬華區,萬華區忠孝西路2段與昆明街口,0,1,1,B03,1,22,3,8,50,4,1
106,9,24,0,10,2,02萬華區,萬華區忠孝西路2段與昆明街口,0,1,2,C03,1,27,2,8,50,4,1
106,8,5,22,15,2,02萬華區,萬華區中華路1段174號前,0,1,2,C03,2,27,2,7,0,14,8
106,8,5,22,15,2,02萬華區,萬華區中華路1段174號前,0,1,1,,4,0,4,7,0,14,8
106,9,24,3,30,2,02萬華區,萬華區萬大路424巷與萬大路口口,0,1,1,H01,1,90,2,8,30,4,1
106,9,24,3,30,2,02萬華區,萬華區萬大路424巷與萬大路口口,0,1,2,B03,1,76,3,8,30,4,1
106,9,24,22,28,2,02萬華區,萬華區環河南路2段41號,0,1,1,B01,1,64,3,8,50,14,9
106,9,24,22,28,2,02萬華區,萬華區環河南路2段41號,0,1,2,H01,1,46,2,8,50,14,9
106,8,15,19,37,2,02萬華區,萬華區和平西路3段75號,0,1,1,C03,1,19,3,7,50,14,20
106,8,15,19,37,2,02萬華區,萬華區和平西路3段75號,0,1,2,H01,1,5,2,7,50,14,20
106,8,24,19,15,2,02萬華區,萬華區康定路370號前,0,1,1,C03,1,39,2,7,30,14,9
106,8,24,19,15,2,02萬華區,萬華區康定路370號前,0,1,2,C03,1,36,3,7,30,14,9
106,8,25,11,0,2,02萬華區,萬華區成都路與西寧南路口,0,1,1,C03,1,29,3,8,50,4,1
106,8,25,11,0,2,02萬華區,萬華區成都路與西寧南路口,0,1,2,C03,2,20,2,8,50,4,1
106,8,25,13,30,2,02萬華區,萬華區西園路2段225巷與東園街14巷口口,0,1,1,C03,1,21,2,8,30,4,1
106,8,25,13,30,2,02萬華區,萬華區西園路2段225巷與東園街14巷口口,0,1,2,B12,1,51,3,8,30,4,1
106,8,25,22,6,2,02萬華區,萬華區永福街與柳州街口,0,1,1,C05,2,40,2,7,30,4,1
106,8,25,22,6,2,02萬華區,萬華區永福街與柳州街口,0,1,2,B02,1,40,3,7,30,4,1
106,8,28,8,16,2,02萬華區,萬華區中華路2段416巷82號,0,1,1,B12,1,33,3,8,30,14,9
106,8,28,8,16,2,02萬華區,萬華區中華路2段416巷82號,0,1,2,C03,1,76,2,8,30,14,9
106,8,28,8,16,2,02萬華區,萬華區中華路2段416巷82號,0,1,3,C03,2,26,3,8,30,14,9
106,8,29,20,0,2,02萬華區,萬華區西藏路213-1號,0,1,1,B01,1,60,3,8,50,14,8
106,8,29,20,0,2,02萬華區,萬華區西藏路213-1號,0,1,2,C03,1,55,2,8,50,14,8
106,8,29,10,25,2,02萬華區,萬華區中華路1段與武昌街2段口,0,1,1,B02,1,50,3,8,50,4,2
106,8,29,10,25,2,02萬華區,萬華區中華路1段與武昌街2段口,0,1,2,C03,1,70,2,8,50,4,2
106,11,28,20,4,2,02萬華區,萬華區昆明街與廣州街口,0,1,1,B01,1,62,3,8,50,4,1
106,11,28,20,4,2,02萬華區,萬華區昆明街與廣州街口,0,1,2,H01,2,74,2,8,50,4,1
106,9,4,11,55,2,02萬華區,萬華區萬大路與萬大路470巷口口,0,1,1,C03,1,34,2,8,50,3,2
106,9,4,11,55,2,02萬華區,萬華區萬大路與萬大路470巷口口,0,1,2,B12,1,46,3,8,50,3,2
106,10,2,7,15,2,02萬華區,萬華區萬大路486巷與萬大路486巷11弄口,0,1,1,C03,1,17,3,8,40,4,1
106,10,2,7,15,2,02萬華區,萬華區萬大路486巷與萬大路486巷11弄口,0,1,2,C03,1,21,2,8,40,4,1
106,10,4,11,5,2,02萬華區,萬華區德昌街與民和街55巷口,0,1,1,B03,1,27,3,7,40,3,2
106,10,4,11,5,2,02萬華區,萬華區德昌街與民和街55巷口,0,1,2,C03,1,38,2,7,40,3,2
106,10,7,6,18,2,02萬華區,萬華區長泰街282巷與長泰街口,0,2,1,C03,2,48,2,7,40,4,1
106,10,7,6,18,2,02萬華區,萬華區長泰街282巷與長泰街口,0,2,2,C04,2,71,2,7,40,4,1
106,11,28,12,20,2,02萬華區,萬華區華江橋往北市機車道,0,1,1,C03,2,18,3,8,40,11,11
106,11,28,12,20,2,02萬華區,萬華區華江橋往北市機車道,0,1,2,C03,2,50,2,8,40,11,11
106,12,8,14,5,2,02萬華區,萬華區桂林路242巷與桂林路244巷口,0,1,1,C04,1,64,3,7,40,5,1
106,12,8,14,5,2,02萬華區,萬華區桂林路242巷與桂林路244巷口,0,1,2,C03,1,25,2,7,40,5,1
106,12,18,11,17,2,02萬華區,萬華區西園路1段與桂林路口,0,1,1,C03,2,42,3,6,50,4,1
106,12,18,11,17,2,02萬華區,萬華區西園路1段與桂林路口,0,1,2,C03,1,20,2,6,50,4,1
106,11,7,17,15,2,02萬華區,萬華區康定路82號,0,1,1,C03,1,21,2,7,50,14,9
106,11,7,17,15,2,02萬華區,萬華區康定路82號,0,1,2,C03,1,66,3,7,50,14,9
106,11,8,20,42,2,02萬華區,萬華區桂林路151巷與桂林路口,0,1,1,B03,2,42,3,7,50,3,2
106,11,8,20,42,2,02萬華區,萬華區桂林路151巷與桂林路口,0,1,2,C03,1,24,2,7,50,3,2
106,11,13,18,31,2,02萬華區,萬華區漢中街與內江街口,0,1,1,B01,1,60,3,6,50,3,2
106,11,13,18,31,2,02萬華區,萬華區漢中街與內江街口,0,1,2,H01,2,33,2,6,50,3,2
106,11,18,21,30,2,02萬華區,萬華區東園街97號,0,1,1,C03,1,33,4,7,50,14,9
106,11,18,21,30,2,02萬華區,萬華區東園街97號,0,1,2,C03,1,19,2,7,50,14,9
106,10,12,6,38,2,02萬華區,萬華區南寧路與和平西路3段口,0,1,1,B03,1,50,3,6,50,5,2
106,10,12,6,38,2,02萬華區,萬華區南寧路與和平西路3段口,0,1,2,C03,2,56,2,6,50,5,2
106,10,19,18,33,2,02萬華區,萬華區和平西路3段與艋舺大道口,0,1,1,C03,1,20,3,7,50,5,2
106,10,19,18,33,2,02萬華區,萬華區和平西路3段與艋舺大道口,0,1,2,C03,2,32,2,7,50,5,2
106,10,19,20,38,2,02萬華區,萬華區康定路與桂林路口,0,1,1,C03,1,17,2,7,50,4,2
106,10,19,20,38,2,02萬華區,萬華區康定路與桂林路口,0,1,2,B01,1,59,3,7,50,4,2
106,10,22,9,13,2,02萬華區,萬華區萬大路493巷與萬大路449巷10弄口,0,1,1,B12,1,34,3,7,40,4,2
106,10,22,9,13,2,02萬華區,萬華區萬大路493巷與萬大路449巷10弄口,0,1,2,C03,2,60,2,7,40,4,2
106,10,24,10,40,2,02萬華區,萬華區桂林路4巷與桂林路口,0,1,1,C03,1,19,3,7,50,3,2
106,10,24,10,40,2,02萬華區,萬華區桂林路4巷與桂林路口,0,1,2,C03,1,32,2,7,50,3,2
106,9,27,2,0,2,02萬華區,萬華區環河南路2段與長順街口,0,2,1,A11,1,50,3,8,50,4,1
106,9,27,2,0,2,02萬華區,萬華區環河南路2段與長順街口,0,2,2,C03,1,19,2,8,50,4,1
106,9,27,2,0,2,02萬華區,萬華區環河南路2段與長順街口,0,2,3,H02,2,17,2,8,50,4,1
106,10,7,17,8,2,02萬華區,萬華區西寧南路與內江街口,0,1,1,C03,4,0,4,7,50,4,1
106,10,7,17,8,2,02萬華區,萬華區西寧南路與內江街口,0,1,2,C03,1,52,2,7,50,4,1
106,8,29,14,58,2,02萬華區,萬華區堤外便道與堤外便道口貴陽疏散門,0,3,1,C03,2,23,2,8,40,4,1
106,8,29,14,58,2,02萬華區,萬華區堤外便道與堤外便道口貴陽疏散門,0,3,2,C03,2,28,2,8,40,4,1
106,8,29,14,58,2,02萬華區,萬華區堤外便道與堤外便道口貴陽疏散門,0,3,3,H02,2,3,2,8,40,4,1
106,8,29,20,8,2,02萬華區,萬華區和平西路3段290號與和平西路3段口,0,3,1,F01,1,15,2,7,50,3,1
106,8,29,20,8,2,02萬華區,萬華區和平西路3段290號與和平西路3段口,0,3,2,C03,1,25,2,7,50,3,1
106,8,29,20,8,2,02萬華區,萬華區和平西路3段290號與和平西路3段口,0,3,3,C03,1,65,2,7,50,3,1
106,8,30,12,16,2,02萬華區,萬華區東園街與萬大路口,0,1,1,C03,1,28,3,8,50,5,2
106,8,30,12,16,2,02萬華區,萬華區東園街與萬大路口,0,1,2,C03,1,56,2,8,50,5,2
106,8,30,18,0,2,02萬華區,萬華區和平西路3段13巷與三水街口,0,2,1,C03,1,57,2,7,30,4,1
106,8,30,18,0,2,02萬華區,萬華區和平西路3段13巷與三水街口,0,2,2,C03,1,57,2,7,30,4,1
106,9,2,23,25,2,02萬華區,萬華區康定路105號,0,1,1,C03,1,21,2,7,50,14,9
106,9,2,23,25,2,02萬華區,萬華區康定路105號,0,1,2,B01,1,55,3,7,50,14,9
106,9,12,9,7,2,02萬華區,萬華區忠孝橋與西寧南路口,0,2,1,C03,2,33,2,8,50,14,9
106,9,12,9,7,2,02萬華區,萬華區忠孝橋與西寧南路口,0,2,2,C03,2,24,2,8,50,14,9
