發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
106,10,22,1,15,2,02萬華區,萬華區萬大路486巷與萬大路486巷11弄口,0,1,3,H02,1,21,2,8,40,4,1
106,9,8,18,14,2,02萬華區,萬華區和平西路3段與華江橋口機車道下橋處,0,1,1,C03,2,46,4,8,0,15,9
106,9,8,18,14,2,02萬華區,萬華區和平西路3段與華江橋口機車道下橋處,0,1,2,C03,1,25,2,8,0,15,9
106,10,3,11,30,2,02萬華區,萬華區華中橋機車道(北市往新北),0,4,1,C03,2,26,2,8,40,14,9
106,10,3,11,30,2,02萬華區,萬華區華中橋機車道(北市往新北),0,4,2,F01,1,56,2,8,40,14,9
106,10,3,11,30,2,02萬華區,萬華區華中橋機車道(北市往新北),0,4,3,C03,2,20,2,8,40,14,9
106,10,3,11,30,2,02萬華區,萬華區華中橋機車道(北市往新北),0,4,4,C03,1,24,2,8,40,14,9
106,10,3,18,38,2,02萬華區,萬華區西藏路125巷與西藏路115巷6弄口,0,1,1,C03,1,34,2,8,40,3,2
106,10,3,18,38,2,02萬華區,萬華區西藏路125巷與西藏路115巷6弄口,0,1,2,F01,2,35,3,8,40,3,2
106,10,1,10,7,2,02萬華區,萬華區中華路1段與漢口街2段口,0,2,2,C03,1,32,2,8,50,4,2
106,10,1,10,7,2,02萬華區,萬華區中華路1段與漢口街2段口,0,2,1,H01,2,78,2,8,50,4,2
106,9,27,6,13,2,02萬華區,萬華區中興橋機車道(北市往新北),0,1,2,C03,1,59,2,8,30,14,11
106,9,27,6,13,2,02萬華區,萬華區中興橋機車道(北市往新北),0,1,1,,4,0,4,8,30,14,11
106,10,12,17,40,2,02萬華區,萬華區中華路2段與中華路2段416巷口,0,1,1,B01,1,57,3,6,50,4,2
106,10,12,17,40,2,02萬華區,萬華區中華路2段與中華路2段416巷口,0,1,2,C03,1,44,2,6,50,4,2
106,10,17,9,25,2,02萬華區,萬華區國興路青年公園旁,0,1,1,C03,2,73,3,6,30,14,9
106,10,17,9,25,2,02萬華區,萬華區國興路青年公園旁,0,1,2,C03,1,37,2,6,30,14,9
106,7,6,11,0,2,02萬華區,萬華區東園街28巷26號,0,1,1,B12,1,42,3,8,40,14,9
106,7,6,11,0,2,02萬華區,萬華區東園街28巷26號,0,1,2,H01,2,26,2,8,40,14,9
106,7,9,9,44,2,02萬華區,萬華區中華路2段666號與中華路2段口,0,2,1,C03,1,58,2,8,40,3,1
106,7,9,9,44,2,02萬華區,萬華區中華路2段666號與中華路2段口,0,2,2,H01,2,24,2,8,40,3,1
106,7,10,14,29,2,02萬華區,萬華區環河南路1段與內江街口,0,1,1,B03,1,27,3,7,50,4,1
106,7,10,14,29,2,02萬華區,萬華區環河南路1段與內江街口,0,1,2,C03,1,18,2,7,50,4,1
106,7,11,21,54,2,02萬華區,萬華區青年路66號,0,1,1,B01,1,52,3,8,30,14,9
106,7,11,21,54,2,02萬華區,萬華區青年路66號,0,1,2,C03,2,38,2,8,30,14,9
106,7,14,10,21,2,02萬華區,萬華區華中橋往台北市(華中062牌面前),0,2,1,C03,2,37,2,8,30,8,9
106,7,14,10,21,2,02萬華區,萬華區華中橋往台北市(華中062牌面前),0,2,2,F01,2,61,2,8,30,8,9
106,7,15,2,41,2,02萬華區,萬華區桂林路141號,0,1,1,B03,1,32,3,8,50,14,9
106,7,15,2,41,2,02萬華區,萬華區桂林路141號,0,1,2,B03,2,31,2,8,50,14,9
106,7,15,22,36,2,02萬華區,萬華區寶興街與民和街口,0,1,1,C03,1,65,3,8,40,3,1
106,7,15,22,36,2,02萬華區,萬華區寶興街與民和街口,0,1,2,C03,1,20,2,8,40,3,1
106,7,21,11,40,2,02萬華區,萬華區長順街底水門口,0,1,1,B12,1,51,3,8,40,14,9
106,7,21,11,40,2,02萬華區,萬華區長順街底水門口,0,1,2,C03,2,19,2,8,40,14,9
106,7,21,17,30,2,02萬華區,萬華區寶興街與西藏路259巷口,0,1,1,B12,1,54,3,8,50,4,1
106,7,21,17,30,2,02萬華區,萬華區寶興街與西藏路259巷口,0,1,2,C03,1,33,2,8,50,4,1
106,7,24,8,15,2,02萬華區,萬華區環河南路1段與成都路口,0,1,1,B02,1,47,3,8,50,3,1
106,7,24,8,15,2,02萬華區,萬華區環河南路1段與成都路口,0,1,2,C03,1,22,2,8,50,3,1
106,7,25,2,36,2,02萬華區,萬華區萬大路277巷37弄,0,1,1,C03,1,27,2,8,40,13,9
106,7,25,2,36,2,02萬華區,萬華區萬大路277巷37弄,0,1,2,C03,1,19,3,8,40,13,9
106,7,31,11,25,2,02萬華區,萬華區萬大路187巷與萬大路口,0,1,1,B12,1,30,3,8,50,3,1
106,7,31,11,25,2,02萬華區,萬華區萬大路187巷與萬大路口,0,1,2,C03,1,19,2,8,50,3,1
106,8,3,7,2,2,02萬華區,萬華區環河南路2段與西藏路口,0,1,1,B12,1,24,3,8,50,4,1
106,8,3,7,2,2,02萬華區,萬華區環河南路2段與西藏路口,0,1,2,H01,2,80,2,8,50,4,1
106,8,9,16,57,2,02萬華區,萬華區萬大路367號,0,1,1,C03,1,18,2,8,30,14,9
106,8,9,16,57,2,02萬華區,萬華區萬大路367號,0,1,2,B03,1,29,3,8,30,14,9
106,8,15,13,55,2,02萬華區,萬華區廣州街152巷與廣州街口,0,1,1,C03,1,62,2,8,50,4,1
106,8,15,13,55,2,02萬華區,萬華區廣州街152巷與廣州街口,0,1,2,C03,1,68,3,8,50,4,1
106,8,15,10,35,2,02萬華區,萬華區東園街66巷24弄,0,2,1,C03,1,18,2,8,30,13,9
106,8,15,10,35,2,02萬華區,萬華區東園街66巷24弄,0,2,2,B12,1,40,3,8,30,13,9
106,8,15,10,35,2,02萬華區,萬華區東園街66巷24弄,0,2,3,H02,2,19,2,8,30,13,9
106,8,18,10,5,2,02萬華區,萬華區忠孝橋往台北市汽車道下橋處,0,1,1,B12,1,62,2,8,0,8,9
106,8,18,10,5,2,02萬華區,萬華區忠孝橋往台北市汽車道下橋處,0,1,2,B03,1,22,3,8,0,8,9
106,8,18,10,5,2,02萬華區,萬華區忠孝橋往台北市汽車道下橋處,0,1,3,B12,1,43,3,8,0,8,9
106,8,19,15,8,2,02萬華區,萬華區西藏路199巷與萬大路186巷口,0,1,1,B03,1,64,3,8,30,3,1
106,8,19,15,8,2,02萬華區,萬華區西藏路199巷與萬大路186巷口,0,1,2,C03,1,73,2,8,30,3,1
106,8,19,15,8,2,02萬華區,萬華區西藏路199巷與萬大路186巷口,0,1,3,B03,1,20,3,8,30,3,1
106,8,31,9,9,2,02萬華區,萬華區桂林路244巷55弄與桂林路246巷口,0,1,1,B03,2,28,3,8,30,3,2
106,8,31,9,9,2,02萬華區,萬華區桂林路244巷55弄與桂林路246巷口,0,1,2,C03,2,26,2,8,30,3,2
106,9,7,22,35,2,02萬華區,萬華區中華路1段與南寧路口,0,1,1,B03,1,31,3,8,50,5,1
106,9,7,22,35,2,02萬華區,萬華區中華路1段與南寧路口,0,1,2,C03,1,20,2,8,50,5,1
106,8,5,10,10,2,02萬華區,萬華區中華路2段與國興路口,0,1,1,C03,1,42,3,8,50,3,1
106,8,5,10,10,2,02萬華區,萬華區中華路2段與國興路口,0,1,2,C03,2,40,2,8,50,3,1
106,10,31,10,0,2,02萬華區,萬華區西園路2段140巷與西園路2段96巷口,0,1,1,B01,1,66,3,7,30,5,1
106,10,31,10,0,2,02萬華區,萬華區西園路2段140巷與西園路2段96巷口,0,1,2,F01,2,37,2,7,30,5,1
106,11,1,22,58,2,02萬華區,萬華區桂林路與環河南路2段口底水門口,0,1,1,C02,1,29,4,8,50,5,1
106,11,1,22,58,2,02萬華區,萬華區桂林路與環河南路2段口底水門口,0,1,2,C03,1,28,2,8,50,5,1
106,11,6,22,0,2,02萬華區,萬華區桂林路127巷與桂林路口,0,1,1,C03,1,66,4,6,30,3,1
106,11,6,22,0,2,02萬華區,萬華區桂林路127巷與桂林路口,0,1,2,C03,1,21,2,6,30,3,1
106,11,2,1,34,2,02萬華區,萬華區成都路133巷與成都路口,0,1,1,C03,1,39,2,8,50,3,2
106,11,2,1,34,2,02萬華區,萬華區成都路133巷與成都路口,0,1,2,B01,1,52,3,8,50,3,2
106,11,6,23,45,2,02萬華區,萬華區桂林路74號,0,1,1,C03,1,25,4,6,50,14,9
106,11,6,23,45,2,02萬華區,萬華區桂林路74號,0,1,2,H01,1,60,2,6,50,14,9
106,9,8,16,36,2,02萬華區,萬華區西園路1段152號,0,1,1,B03,1,58,3,6,50,14,9
106,9,8,16,36,2,02萬華區,萬華區西園路1段152號,0,1,2,C03,2,55,2,6,50,14,9
106,9,10,7,28,2,02萬華區,萬華區大理街160巷23弄,0,1,1,B03,1,52,3,8,30,13,9
106,9,10,7,28,2,02萬華區,萬華區大理街160巷23弄,0,1,2,C03,1,52,2,8,30,13,9
106,7,26,9,22,2,02萬華區,萬華區西藏路199巷與萬大路186巷口,0,2,1,F01,2,63,2,8,30,3,1
106,7,26,9,22,2,02萬華區,萬華區西藏路199巷與萬大路186巷口,0,2,2,C03,2,49,2,8,30,3,1
106,7,28,14,9,2,02萬華區,萬華區中興橋機車道上橋處,0,2,1,C03,1,40,2,7,30,14,11
106,7,28,14,9,2,02萬華區,萬華區中興橋機車道上橋處,0,2,2,C03,1,35,2,7,30,14,11
106,7,28,20,20,2,02萬華區,萬華區西藏路292號與萬大路口前,0,1,1,B03,1,59,3,6,50,4,2
106,7,28,20,20,2,02萬華區,萬華區西藏路292號與萬大路口前,0,1,2,C03,2,25,2,6,50,4,2
106,8,1,16,4,2,02萬華區,萬華區中華路2段498巷21號前,0,1,1,B12,1,55,3,7,50,14,9
106,8,1,16,4,2,02萬華區,萬華區中華路2段498巷21號前,0,1,2,C03,1,25,2,7,50,14,9
106,8,13,15,34,2,02萬華區,萬華區華江橋往台北市汽車道,0,1,1,B03,1,52,3,8,50,8,7
106,8,13,15,34,2,02萬華區,萬華區華江橋往台北市汽車道,0,1,2,B03,1,30,2,8,50,8,7
106,8,13,15,34,2,02萬華區,萬華區華江橋往台北市汽車道,0,1,4,B03,1,38,3,8,50,8,7
106,8,13,15,34,2,02萬華區,萬華區華江橋往台北市汽車道,0,1,3,B03,1,54,3,8,50,8,7
106,8,17,21,21,2,02萬華區,萬華區環河南路2段250巷4號與環河南路2段250巷11弄口前,0,2,1,C03,1,19,2,8,30,3,1
106,8,17,21,21,2,02萬華區,萬華區環河南路2段250巷4號與環河南路2段250巷11弄口前,0,2,2,C03,1,19,2,8,30,3,1
106,9,1,11,38,2,02萬華區,萬華區康定路與和平西路3段口,0,1,1,B01,1,52,3,6,50,4,1
106,9,1,11,38,2,02萬華區,萬華區康定路與和平西路3段口,0,1,2,C03,1,30,2,6,50,4,1
106,9,1,22,10,2,02萬華區,萬華區環河南路2段與長順街口,0,1,1,B01,1,63,3,6,50,4,1
106,9,1,22,10,2,02萬華區,萬華區環河南路2段與長順街口,0,1,2,H01,2,76,2,6,50,4,1
106,9,11,10,53,2,02萬華區,萬華區西園路2段與西藏路口,0,1,1,C03,1,28,2,8,50,4,1
106,9,11,10,53,2,02萬華區,萬華區西園路2段與西藏路口,0,1,2,C03,1,43,3,8,50,4,1
106,9,14,9,7,2,02萬華區,萬華區萬大路與莒光路口,0,1,1,B12,1,49,3,6,50,4,1
106,9,14,9,7,2,02萬華區,萬華區萬大路與莒光路口,0,1,2,C03,1,19,2,6,50,4,1
106,9,27,14,36,2,02萬華區,萬華區大理街91巷與大理街口口,0,1,1,C04,1,52,3,8,40,3,1
106,9,27,14,36,2,02萬華區,萬華區大理街91巷與大理街口口,0,1,2,C03,1,28,2,8,40,3,1
106,10,5,5,37,2,02萬華區,萬華區青年路26號前,0,1,2,C03,1,31,2,7,0,14,9
106,10,5,5,37,2,02萬華區,萬華區青年路26號前,0,1,1,H01,1,66,4,7,0,14,9
106,10,6,18,38,2,02萬華區,萬華區長沙街2段129號與長沙街2段口前,0,2,1,H01,2,61,2,6,50,4,1
106,10,6,18,38,2,02萬華區,萬華區長沙街2段129號與長沙街2段口前,0,2,2,C03,1,53,2,6,50,4,1
106,10,19,7,33,2,02萬華區,萬華區環河南路1段9號旁,0,1,1,C03,1,26,2,6,50,14,9
106,10,19,7,33,2,02萬華區,萬華區環河南路1段9號旁,0,1,2,A05,1,48,3,6,50,14,9
106,10,19,7,33,2,02萬華區,萬華區環河南路1段9號旁,0,1,3,B03,1,37,3,6,50,14,9
106,7,5,13,30,2,02萬華區,萬華區萬大路423巷53號,0,1,1,B03,2,25,3,8,50,14,9
106,7,5,13,30,2,02萬華區,萬華區萬大路423巷53號,0,1,2,C03,2,31,2,8,50,14,9
106,7,8,9,50,2,02萬華區,萬華區忠孝橋往北市機車道,0,1,1,C04,2,23,2,8,40,8,9
106,7,8,9,50,2,02萬華區,萬華區忠孝橋往北市機車道,0,1,2,C03,2,39,3,8,40,8,9
106,7,8,9,50,2,02萬華區,萬華區忠孝橋往北市機車道,0,1,3,H02,2,13,4,8,40,8,9
106,7,10,19,10,2,02萬華區,萬華區長順街與雙園街122巷口,0,2,1,C03,1,54,2,8,0,3,1
106,7,10,19,10,2,02萬華區,萬華區長順街與雙園街122巷口,0,2,2,H01,2,75,2,8,0,3,1
106,7,12,14,0,2,02萬華區,萬華區成都路與昆明街口,0,1,1,B03,1,71,3,8,50,4,1
106,7,12,14,0,2,02萬華區,萬華區成都路與昆明街口,0,1,2,C03,1,25,2,8,50,4,1
106,7,12,19,50,2,02萬華區,萬華區中華路2段與廣州街口,0,1,1,B01,1,53,3,8,50,4,1
106,7,12,19,50,2,02萬華區,萬華區中華路2段與廣州街口,0,1,2,C03,1,68,2,8,50,4,1
106,7,17,20,30,2,02萬華區,萬華區和平西路3段與昆明街口,0,1,1,B01,1,51,3,8,50,5,1
106,7,17,20,30,2,02萬華區,萬華區和平西路3段與昆明街口,0,1,2,C03,1,77,2,8,50,5,1
106,7,19,5,25,2,02萬華區,萬華區西園路2段281巷與西園路2段口,0,2,1,C03,1,66,2,8,50,4,1
106,7,19,5,25,2,02萬華區,萬華區西園路2段281巷與西園路2段口,0,2,2,C03,1,20,2,8,50,4,1
106,8,7,7,55,2,02萬華區,萬華區長沙街2段與西昌街口,0,2,1,C03,1,68,2,8,50,4,1
106,8,7,7,55,2,02萬華區,萬華區長沙街2段與西昌街口,0,2,2,C03,1,21,2,8,50,4,1
106,8,9,17,52,2,02萬華區,萬華區萬大路與莒光路口,0,2,1,C03,2,17,2,8,50,4,1
106,8,9,17,52,2,02萬華區,萬華區萬大路與莒光路口,0,2,2,F01,1,76,2,8,50,4,1
106,8,12,10,30,2,02萬華區,萬華區堤外便道,0,1,1,C03,1,18,4,8,30,14,9
106,8,12,10,30,2,02萬華區,萬華區堤外便道,0,1,2,C03,1,20,4,8,30,14,9
106,8,12,10,30,2,02萬華區,萬華區堤外便道,0,1,3,C03,2,19,4,8,30,14,9
106,8,12,10,30,2,02萬華區,萬華區堤外便道,0,1,4,B01,1,52,3,8,30,14,9
106,8,12,10,30,2,02萬華區,萬華區堤外便道,0,1,5,H02,2,20,2,8,30,14,9
106,8,14,1,35,2,02萬華區,萬華區武昌街2段87號與漢口街2段90巷口,0,1,1,C03,4,0,4,8,0,4,1
106,8,14,1,35,2,02萬華區,萬華區武昌街2段87號與漢口街2段90巷口,0,1,2,C03,1,21,2,8,0,4,1
106,8,18,0,10,2,02萬華區,萬華區西寧南路215號與長沙街2段口,0,2,1,C03,2,21,2,8,50,4,1
106,8,18,0,10,2,02萬華區,萬華區西寧南路215號與長沙街2段口,0,2,2,C03,1,20,2,8,50,4,1
106,8,19,22,10,2,02萬華區,萬華區康定路與成都路口,0,1,1,B03,1,42,3,8,50,4,1
106,8,19,22,10,2,02萬華區,萬華區康定路與成都路口,0,1,2,C03,1,27,2,8,50,4,1
106,8,27,8,45,2,02萬華區,萬華區萬大路476號,0,1,1,B12,1,55,3,8,50,14,9
106,8,27,8,45,2,02萬華區,萬華區萬大路476號,0,1,2,C03,1,42,2,8,50,14,9
106,8,27,9,30,2,02萬華區,華江橋往新北市機車道(華江001049號燈桿前),0,1,1,C03,2,56,3,8,40,8,11
106,8,27,9,30,2,02萬華區,華江橋往新北市機車道(華江001049號燈桿前),0,1,2,C03,2,20,2,8,40,8,11
106,8,29,9,16,2,02萬華區,萬華區萬大路,0,1,1,A02,1,53,3,8,0,14,9
106,8,29,9,16,2,02萬華區,萬華區萬大路,0,1,2,H02,2,43,2,8,0,14,9
106,9,2,16,10,2,02萬華區,萬華區中華路2段416巷86號,0,1,1,C03,2,47,2,6,50,14,9
106,9,2,16,10,2,02萬華區,萬華區中華路2段416巷86號,0,1,2,B03,1,32,3,6,50,14,9
106,9,21,23,20,2,02萬華區,萬華區環河南路1段161號,0,2,1,C03,1,23,2,8,50,14,9
106,9,21,23,20,2,02萬華區,萬華區環河南路1段161號,0,2,2,F03,1,56,2,8,50,14,9
106,9,23,0,0,2,02萬華區,萬華區中華路1段與忠孝西路2段口,0,1,1,B03,1,32,3,8,50,4,1
106,9,23,0,0,2,02萬華區,萬華區中華路1段與忠孝西路2段口,0,1,2,C03,1,19,2,8,50,4,1
106,9,30,6,58,2,02萬華區,萬華區環河南路2段與長順街口,0,1,1,B12,1,22,3,8,50,4,1
106,9,30,6,58,2,02萬華區,萬華區環河南路2段與長順街口,0,1,2,H01,2,80,2,8,50,4,1
106,10,4,14,0,2,02萬華區,萬華區長沙街2段與西寧南路口,0,1,1,B03,1,35,3,6,50,4,1
106,10,4,14,0,2,02萬華區,萬華區長沙街2段與西寧南路口,0,1,2,C03,2,30,2,6,50,4,1
106,10,7,17,34,2,02萬華區,萬華區西園路2段與艋舺大道口,0,2,1,C03,1,46,2,6,50,4,1
106,10,7,17,34,2,02萬華區,萬華區西園路2段與艋舺大道口,0,2,2,H01,2,80,2,6,50,4,1
106,12,22,12,30,2,02萬華區,萬華區長沙街2段11號,0,1,1,C03,1,48,3,8,50,14,9
106,12,22,12,30,2,02萬華區,萬華區長沙街2段11號,0,1,2,H01,2,29,2,8,50,14,9
106,12,22,12,30,2,02萬華區,萬華區長沙街2段11號,0,1,3,B03,1,35,3,8,50,14,9
106,12,23,9,40,2,02萬華區,萬華區西園路1段與大理街口,0,1,1,C03,2,27,4,8,30,4,1
106,12,23,9,40,2,02萬華區,萬華區西園路1段與大理街口,0,1,2,C03,1,43,2,8,30,4,1
106,12,25,8,10,2,02萬華區,萬華區桂林路246巷30號,0,1,1,C03,2,50,4,8,40,14,9
106,12,25,8,10,2,02萬華區,萬華區桂林路246巷30號,0,1,2,C03,1,27,3,8,40,14,9
106,12,25,8,10,2,02萬華區,萬華區桂林路246巷30號,0,1,3,C03,1,18,2,8,40,14,9
106,7,6,18,5,2,02萬華區,萬華區青年路52號,0,2,1,C03,1,57,2,8,30,14,9
106,7,6,18,5,2,02萬華區,萬華區青年路52號,0,2,2,C03,2,44,2,8,30,14,9
106,7,7,12,4,2,02萬華區,萬華區西藏路與艋舺大道口,0,2,1,C03,2,51,2,8,50,4,1
106,7,7,12,4,2,02萬華區,萬華區西藏路與艋舺大道口,0,2,2,B03,1,63,3,8,50,4,1
106,7,7,12,4,2,02萬華區,萬華區西藏路與艋舺大道口,0,2,3,H02,1,60,2,8,50,4,1
106,10,12,22,45,2,02萬華區,萬華區洛陽街與忠孝西路2段16巷口,0,1,1,C03,1,35,2,6,30,3,1
106,10,12,22,45,2,02萬華區,萬華區洛陽街與忠孝西路2段16巷口,0,1,2,B01,1,50,3,6,30,3,1
106,10,19,9,0,2,02萬華區,萬華區環河南路1段與康定路口,0,1,1,C03,2,68,4,6,50,3,1
106,10,19,9,0,2,02萬華區,萬華區環河南路1段與康定路口,0,1,2,C03,1,23,2,6,50,3,1
106,11,10,9,25,2,02萬華區,萬華區環河南快速道159號燈桿,0,1,1,B12,1,35,2,8,60,14,7
106,11,10,9,25,2,02萬華區,萬華區環河南快速道159號燈桿,0,1,2,B12,1,50,3,8,60,14,7
106,11,12,9,50,2,02萬華區,萬華區西園路1段136巷,0,1,1,C03,1,49,3,8,50,14,9
106,11,12,9,50,2,02萬華區,萬華區西園路1段136巷,0,1,2,C03,1,63,4,8,50,14,9
106,11,12,9,50,2,02萬華區,萬華區西園路1段136巷,0,1,3,H02,2,41,2,8,50,14,9
106,11,13,9,0,2,02萬華區,萬華區堤外便道往南,0,1,1,C03,1,42,4,8,30,14,11
106,9,10,18,23,2,02萬華區,萬華區中華路1段與漢口街2段口,0,1,1,B01,1,59,3,8,50,4,1
106,9,10,18,23,2,02萬華區,萬華區中華路1段與漢口街2段口,0,1,2,C03,2,45,2,8,50,4,1
106,9,15,11,30,2,02萬華區,萬華區寶興街222巷與長泰街246巷口,0,1,1,C03,2,67,2,8,30,4,1
106,9,15,11,30,2,02萬華區,萬華區寶興街222巷與長泰街246巷口,0,1,2,B01,1,52,3,8,30,4,1
106,12,9,20,4,2,02萬華區,萬華區西寧南路與內江街口,0,1,1,B03,1,43,3,7,40,4,2
106,12,9,20,4,2,02萬華區,萬華區西寧南路與內江街口,0,1,2,C03,1,19,2,7,40,4,2
106,10,2,8,40,2,02萬華區,萬華區艋舺大道120巷38弄15號與莒光路178巷口,0,2,3,B03,1,27,3,8,30,3,2
106,10,4,15,20,2,02萬華區,萬華區西園路2段與光復橋口下涵洞口,0,1,1,C03,1,16,2,7,50,4,1
106,10,4,15,20,2,02萬華區,萬華區西園路2段與光復橋口下涵洞口,0,1,2,B03,1,23,3,7,50,4,1
106,10,5,14,43,2,02萬華區,萬華區西園路2段35-1號與西園路2段口,0,2,1,C03,1,36,2,8,50,4,2
106,11,13,9,0,2,02萬華區,萬華區堤外便道往南,0,1,2,C03,1,18,3,8,30,14,11
106,11,13,9,0,2,02萬華區,萬華區堤外便道往南,0,1,5,H02,2,20,2,8,30,14,11
106,11,13,9,0,2,02萬華區,萬華區堤外便道往南,0,1,4,C03,1,40,3,8,30,14,11
106,11,13,9,0,2,02萬華區,萬華區堤外便道往南,0,1,3,C03,1,21,4,8,30,14,11
106,11,15,7,35,2,02萬華區,萬華區堤外便道與堤外便道口南往北,0,1,1,B03,1,23,3,8,30,3,1
106,11,15,7,35,2,02萬華區,萬華區堤外便道與堤外便道口南往北,0,1,2,C03,1,41,2,8,30,3,1
106,11,16,18,0,2,02萬華區,萬華區青年路8號,0,1,1,C03,1,25,4,8,30,14,9
106,11,16,18,0,2,02萬華區,萬華區青年路8號,0,1,2,H01,2,71,2,8,30,14,9
106,11,25,7,50,2,02萬華區,萬華區西昌街與內江街口,0,1,1,C03,1,62,4,6,50,4,1
106,11,25,7,50,2,02萬華區,萬華區西昌街與內江街口,0,1,2,C03,2,39,2,6,50,4,1
106,11,27,17,10,2,02萬華區,萬華區西園路1段與和平西路3段口,0,1,1,B03,1,35,3,8,50,4,1
106,11,27,17,10,2,02萬華區,萬華區西園路1段與和平西路3段口,0,1,2,C03,1,31,2,8,50,4,1
106,11,30,6,36,2,02萬華區,萬華區萬大路與環河南路3段口,0,1,1,B01,1,60,3,8,50,4,1
106,11,30,6,36,2,02萬華區,萬華區萬大路與環河南路3段口,0,1,2,C03,1,45,2,8,50,4,1
106,12,7,10,50,2,02萬華區,萬華區成都路133巷與成都路口,0,1,1,C03,1,43,3,6,30,3,1
106,12,7,10,50,2,02萬華區,萬華區成都路133巷與成都路口,0,1,2,C03,1,21,2,6,30,3,1
106,12,7,12,30,2,02萬華區,萬華區華西街22號與華西街口,0,1,1,C03,2,55,3,6,30,3,1
106,12,7,12,30,2,02萬華區,萬華區華西街22號與華西街口,0,1,2,C03,2,65,2,6,30,3,1
106,12,21,22,56,2,02萬華區,萬華區康定路與艋舺大道口,0,1,1,C03,1,24,3,8,50,4,1
106,12,21,22,56,2,02萬華區,萬華區康定路與艋舺大道口,0,1,2,C03,2,55,2,8,50,4,1
106,7,16,17,20,2,02萬華區,萬華區雙園街152巷與長順街口,0,1,1,C03,1,65,3,8,40,3,1
106,7,16,17,20,2,02萬華區,萬華區雙園街152巷與長順街口,0,1,2,C03,1,69,2,8,40,3,1
106,7,17,11,45,2,02萬華區,萬華區康定路370號與和平西路西側附近3段42巷口,0,1,1,A11,1,39,3,8,50,4,2
106,7,17,11,45,2,02萬華區,萬華區康定路370號與和平西路西側附近3段42巷口,0,1,2,C03,2,54,2,8,50,4,2
106,7,27,13,28,2,02萬華區,萬華區西昌街152-1號,0,1,1,B03,1,68,4,8,40,14,9
106,7,27,13,28,2,02萬華區,萬華區西昌街152-1號,0,1,2,F01,2,67,2,8,40,14,9
106,7,27,19,30,2,02萬華區,萬華區桂林路與康定路口,0,1,1,C03,1,21,3,8,50,4,1
106,7,27,19,30,2,02萬華區,萬華區桂林路與康定路口,0,1,2,C03,1,42,2,8,50,4,1
106,8,1,11,20,2,02萬華區,萬華區和平西路3段164號,0,2,1,A02,1,52,3,8,50,14,9
106,8,1,11,20,2,02萬華區,萬華區和平西路3段164號,0,2,2,C04,1,78,2,8,50,14,9
106,8,1,11,20,2,02萬華區,萬華區和平西路3段164號,0,2,3,H02,2,76,2,8,50,14,9
106,8,1,21,20,2,02萬華區,萬華區萬大路187巷與萬大路口口,0,1,1,C03,1,24,2,8,0,4,1
106,8,1,21,20,2,02萬華區,萬華區萬大路187巷與萬大路口口,0,1,2,,3,0,,8,0,4,1
106,8,6,11,45,2,02萬華區,萬華區雙園街49巷37號,0,1,1,B03,1,59,2,8,40,13,9
106,8,6,11,45,2,02萬華區,萬華區雙園街49巷37號,0,1,2,B12,2,53,3,8,40,13,9
106,8,6,19,30,2,02萬華區,萬華區環河南路1段與內江街口,0,1,1,C03,1,19,3,8,50,4,2
106,8,6,19,30,2,02萬華區,萬華區環河南路1段與內江街口,0,1,2,C03,2,23,2,8,50,4,2
106,8,10,17,35,2,02萬華區,萬華區華江橋往新北機車道001052桿,0,1,1,C03,2,18,3,8,40,8,11
106,8,10,17,35,2,02萬華區,萬華區華江橋往新北機車道001052桿,0,1,2,C03,2,29,2,8,40,8,11
106,8,15,17,32,2,02萬華區,萬華區忠孝西路2段與西寧南路口,0,2,1,C03,1,39,2,8,50,4,1
106,8,15,17,32,2,02萬華區,萬華區忠孝西路2段與西寧南路口,0,2,2,C03,1,60,2,8,50,4,1
106,8,15,17,32,2,02萬華區,萬華區忠孝西路2段與西寧南路口,0,2,3,,3,0,,8,50,4,1
106,8,29,19,39,2,02萬華區,萬華區桂林路與堤外便道口水門往北004-005桿,0,2,1,C03,1,30,2,8,40,14,11
106,8,29,19,39,2,02萬華區,萬華區桂林路與堤外便道口水門往北004-005桿,0,2,2,C03,1,35,2,8,40,14,11
106,8,29,20,54,2,02萬華區,萬華區中華路2段與莒光路口,0,2,1,C03,1,18,2,8,50,4,1
106,8,29,20,54,2,02萬華區,萬華區中華路2段與莒光路口,0,2,2,C03,1,20,2,8,50,4,1
106,9,4,5,5,2,02萬華區,萬華區昆明街與永福街口,0,1,1,C03,1,56,3,8,40,4,2
106,9,4,5,5,2,02萬華區,萬華區昆明街與永福街口,0,1,2,C03,1,24,2,8,40,4,2
106,9,4,16,50,2,02萬華區,萬華區西園路1段158號與西園路1段口,0,1,1,B02,1,59,3,8,40,3,2
106,9,4,16,50,2,02萬華區,萬華區西園路1段158號與西園路1段口,0,1,2,C03,2,29,2,8,40,3,2
106,10,4,17,30,2,02萬華區,萬華區萬大路與雙和街口,0,1,1,C04,2,68,2,6,30,3,2
106,10,4,17,30,2,02萬華區,萬華區萬大路與雙和街口,0,1,2,A02,1,50,3,6,30,3,2
106,10,13,8,25,2,02萬華區,萬華區萬大路147號,0,1,1,C03,1,23,3,6,30,14,9
